date,MOPJ
2017/10/12,513.998
2017/10/13,523.201
2017/10/16,526.715
2017/10/17,526.247
2017/10/18,527.707
2017/10/19,523.026
2017/10/20,531.731
2017/10/23,529.293
2017/10/24,539.973
2017/10/25,541.229
2017/10/26,548.691
2017/10/27,556.867
2017/10/30,559.495
2017/10/31,563.095
2017/11/1,557.226
2017/11/2,562.602
2017/11/3,574.481
2017/11/6,591.268
2017/11/7,584.809
2017/11/8,581.968
2017/11/9,588.213
2017/11/10,588.166
2017/11/13,587.65
2017/11/14,575.931
2017/11/15,571.824
2017/11/16,566.666
2017/11/17,578.398
2017/11/20,573.891
2017/11/21,575.928
2017/11/22,582.963
2017/11/23,582.963
2017/11/24,589.975
2017/11/27,590.304
2017/11/28,588.502
2017/11/29,579.795
2017/11/30,575.642
2017/12/1,579.44
2017/12/4,568.68
2017/12/5,573.783
2017/12/6,563.042
2017/12/7,574.283
2017/12/8,583.095
2017/12/11,589.082
2017/12/12,577.404
2017/12/13,569.024
2017/12/14,574.299
2017/12/15,572.121
2017/12/18,573.828
2017/12/19,579.394
2017/12/20,585.429
2017/12/21,589.668
2017/12/22,592.668
2017/12/25,592.668
2017/12/26,608.057
2017/12/27,600.817
2017/12/28,603.239
2017/12/29,610.444
2018/1/2,595.537
2018/1/3,599.861
2018/1/4,595.914
2018/1/5,593.368
2018/1/8,596.945
2018/1/9,605.574
2018/1/10,598.778
2018/1/11,594.36
2018/1/12,603.301
2018/1/13,603.301
2018/1/14,603.301
2018/1/15,604.784
2018/1/16,598.344
2018/1/17,601.796
2018/1/18,604.814
2018/1/19,597.818
2018/1/20,597.818
2018/1/21,597.818
2018/1/22,595.395
2018/1/23,602.113
2018/1/24,605.849
2018/1/25,601.61
2018/1/26,602.73
2018/1/27,602.73
2018/1/28,602.73
2018/1/29,595.273
2018/1/30,586.871
2018/1/31,593.22
2018/2/1,600.424
2018/2/2,588.256
2018/2/5,577.521
2018/2/6,563.962
2018/2/7,551.919
2018/2/8,551.209
2018/2/9,535.268
2018/2/12,536.162
2018/2/13,538.476
2018/2/14,553.411
2018/2/15,551.666
2018/2/16,554.577
2018/2/19,560.663
2018/2/20,557.137
2018/2/21,557.999
2018/2/22,566.774
2018/2/23,574.329
2018/2/26,576.916
2018/2/27,573.345
2018/2/28,555.644
2018/3/1,550.631
2018/3/2,556.586
2018/3/3,556.586
2018/3/4,556.586
2018/3/5,564.664
2018/3/6,564.6
2018/3/7,556.154
2018/3/8,548.453
2018/3/9,562.757
2018/3/10,562.757
2018/3/11,562.757
2018/3/12,548.453
2018/3/13,554.765
2018/3/14,560.498
2018/3/15,562.875
2018/3/16,570.449
2018/3/17,570.449
2018/3/18,570.449
2018/3/19,566.924
2018/3/20,577.097
2018/3/21,590.666
2018/3/22,585.869
2018/3/23,597.883
2018/3/24,597.883
2018/3/25,597.883
2018/3/26,592.703
2018/3/27,593.768
2018/3/28,592.107
2018/3/29,594.98
2018/3/30,594.98
2018/3/31,594.98
2018/4/1,594.98
2018/4/2,575.464
2018/4/3,580.029
2018/4/4,578.028
2018/4/5,579.195
2018/4/6,568.718
2018/4/7,568.718
2018/4/8,568.718
2018/4/9,579.715
2018/4/10,596.204
2018/4/11,604.024
2018/4/12,600.917
2018/4/13,605.99
2018/4/16,597.4
2018/4/17,598.165
2018/4/18,610.803
2018/4/19,613.116
2018/4/20,616.238
2018/4/21,616.238
2018/4/22,616.238
2018/4/23,624.578
2018/4/24,615.907
2018/4/25,621.184
2018/4/26,626.13
2018/4/27,630.999
2018/4/28,630.999
2018/4/29,630.999
2018/4/30,635.208
2018/5/1,618.48
2018/5/2,620.011
2018/5/3,624.002
2018/5/4,638.207
2018/5/5,638.207
2018/5/6,638.207
2018/5/7,650.027
2018/5/8,640.709
2018/5/9,660.687
2018/5/10,662.778
2018/5/11,661.647
2018/5/12,661.647
2018/5/13,661.647
2018/5/14,669.471
2018/5/15,670.229
2018/5/16,680.973
2018/5/17,680.35
2018/5/18,676.774
2018/5/19,676.774
2018/5/20,676.774
2018/5/21,687.412
2018/5/22,689.74
2018/5/23,690.848
2018/5/24,680.793
2018/5/25,660.331
2018/5/26,660.331
2018/5/27,660.331
2018/5/28,650.791
2018/5/29,653.359
2018/5/30,664.482
2018/5/31,661.789
2018/6/1,651.707
2018/6/2,651.707
2018/6/3,651.707
2018/6/4,639.616
2018/6/5,640.435
2018/6/6,636.253
2018/6/7,648.578
2018/6/8,643.692
2018/6/9,643.692
2018/6/10,643.692
2018/6/11,642.78
2018/6/12,640.013
2018/6/13,649.171
2018/6/14,638.494
2018/6/15,618.113
2018/6/16,618.113
2018/6/17,618.113
2018/6/18,634.464
2018/6/19,627.655
2018/6/20,622.84
2018/6/21,612.524
2018/6/22,633.867
2018/6/23,633.867
2018/6/24,633.867
2018/6/25,628.269
2018/6/26,640.989
2018/6/27,651.297
2018/6/28,654.178
2018/6/29,667.494
2018/6/30,667.494
2018/7/1,667.494
2018/7/2,650.129
2018/7/3,656.833
2018/7/4,663.519
2018/7/5,657.483
2018/7/6,656.228
2018/7/7,656.228
2018/7/8,656.228
2018/7/9,664.389
2018/7/10,672.328
2018/7/11,632.822
2018/7/12,644.022
2018/7/13,649.957
2018/7/14,649.957
2018/7/15,649.957
2018/7/16,622.092
2018/7/17,622.227
2018/7/18,628.536
2018/7/19,629.158
2018/7/20,636.661
2018/7/21,636.661
2018/7/22,636.661
2018/7/23,645.307
2018/7/24,647.868
2018/7/25,656.469
2018/7/26,664.963
2018/7/27,664.045
2018/7/28,664.045
2018/7/29,664.045
2018/7/30,668.515
2018/7/31,656.45
2018/8/1,641.094
2018/8/2,648.814
2018/8/3,646.897
2018/8/4,646.897
2018/8/5,646.897
2018/8/6,648.205
2018/8/7,654.261
2018/8/8,633.31
2018/8/9,631.317
2018/8/10,640.14
2018/8/11,640.14
2018/8/12,640.14
2018/8/13,637.657
2018/8/14,637.657
2018/8/15,626.269
2018/8/16,629.892
2018/8/17,631.824
2018/8/18,631.824
2018/8/19,631.824
2018/8/20,636.21
2018/8/21,639.218
2018/8/22,656.848
2018/8/23,655.256
2018/8/24,660.665
2018/8/25,660.665
2018/8/26,660.665
2018/8/27,664.208
2018/8/28,664.208
2018/8/29,675.506
2018/8/30,681.039
2018/8/31,676.241
2018/9/1,676.241
2018/9/2,676.241
2018/9/3,682.741
2018/9/4,684.123
2018/9/5,672.285
2018/9/6,664.203
2018/9/7,670.575
2018/9/8,670.575
2018/9/9,670.575
2018/9/10,670.575
2018/9/11,670.575
2018/9/12,670.575
2018/9/13,670.575
2018/9/14,670.575
2018/9/17,677.945
2018/9/18,686.956
2018/9/19,689.418
2018/9/20,682.826
2018/9/21,683.93
2018/9/25,706.118
2018/9/26,702.667
2018/9/27,708.469
2018/9/28,722.541
2018/10/8,722.866
2018/10/9,722.078
2018/10/10,703.095
2018/10/11,678.146
2018/10/12,680.109
2018/10/15,686.37
2018/10/16,686.37
2018/10/17,679.695
2018/10/18,670.08
2018/10/19,670.08
2018/10/22,671.624
2018/10/23,638.13
2018/10/24,639.66
2018/10/25,641.674
2018/10/26,641.102
2018/10/29,642.053
2018/10/30,630.226
2018/10/31,630.226
2018/11/1,596.739
2018/11/2,596.739
2018/11/5,596.739
2018/11/6,596.739
2018/11/7,570.22
2018/11/8,570.22
2018/11/9,548.566
2018/11/12,548.566
2018/11/13,548.566
2018/11/14,528.468
2018/11/15,537.528
2018/11/16,546.28
2018/11/19,547.793
2018/11/20,508.73
2018/11/21,513.756
